Year	Month	Anomaly	Unc.	Anomaly	Unc.	Anomaly	Unc.	Anomaly	Unc.	Anomaly	Unc.
1743	11	-1.131	2.118	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1743	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1744	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1744	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1744	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1744	4	1.926	1.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1744	5	-1.115	1.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1744	6	-0.235	1.174	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1744	7	-0.43	1.246	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1744	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1744	9	-1.273	1.43	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1744	10	-2.177	1.676	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1744	11	-0.459	2.044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1744	12	-0.813	2.517	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1745	1	-1.136	3.157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1745	2	-0.693	3.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1745	3	-1.775	2.248	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1745	4	-0.626	1.272	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1745	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1745	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1745	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1745	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1745	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1745	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1745	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1745	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1746	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1746	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1746	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1746	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1746	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1746	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1746	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1746	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1746	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1746	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1746	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1746	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1747	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1747	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1747	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1747	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1747	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1747	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1747	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1747	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1747	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1747	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1747	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1747	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1748	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1748	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1748	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1748	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1748	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1748	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1748	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1748	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1748	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1748	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1748	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1748	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1749	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1749	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1749	3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1749	4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1749	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1749	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1749	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1749	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1749	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1749	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1749	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1749	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1750	1	0.421	2.998	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1750	2	0.425	3.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1750	3	0.526	2.487	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1750	4	-0.109	1.223	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1750	5	0.063	1.291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1750	6	-0.335	1.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1750	7	1.623	1.208	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1750	8	0.71	0.922	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1750	9	-0.889	1.29	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1750	10	-3.027	1.585	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1750	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1750	12	-1.619	2.41	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1751	1	-0.306	3.073	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1751	2	-2.176	3.2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1751	3	0.934	2.268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1751	4	-0.501	1.235	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1751	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1751	6	0.531	1.099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1751	7	0.628	1.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1751	8	0.351	0.917	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1751	9	-1.567	1.224	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1751	10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1751	11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1751	12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1752	1	-2.624	3.265	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1752	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1752	3	1.123	2.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1752	4	-0.638	1.329	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1752	5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1752	6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1752	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1752	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1752	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1752	10	-1.601	1.654	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1752	11	0.899	1.975	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1752	12	0.536	2.471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1753	1	-0.938	4.881	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1753	2	-1.543	3.269	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1753	3	1.172	2.817	0.032	0.876	NaN	NaN	NaN	NaN	NaN	NaN
1753	4	-0.356	4.008	0.137	0.861	NaN	NaN	NaN	NaN	NaN	NaN
1753	5	0.823	1.422	-0.014	0.854	NaN	NaN	NaN	NaN	NaN	NaN
1753	6	1.433	1.91	-0.349	1.113	NaN	NaN	NaN	NaN	NaN	NaN
1753	7	0.6	1.601	-0.365	0.963	NaN	NaN	NaN	NaN	NaN	NaN
1753	8	-0.139	4.234	-0.528	0.992	NaN	NaN	NaN	NaN	NaN	NaN
1753	9	-0.517	1.239	-0.689	1.008	NaN	NaN	NaN	NaN	NaN	NaN
1753	10	-0.341	1.536	-0.384	0.87	NaN	NaN	NaN	NaN	NaN	NaN
1753	11	-0.906	2.406	-0.385	0.935	NaN	NaN	NaN	NaN	NaN	NaN
1753	12	-3.49	3.049	-0.402	0.891	NaN	NaN	NaN	NaN	NaN	NaN
1754	1	-1.123	3.034	-0.427	0.912	NaN	NaN	NaN	NaN	NaN	NaN
1754	2	-3.504	3.437	-0.458	0.858	NaN	NaN	NaN	NaN	NaN	NaN
1754	3	-0.757	2.802	-0.512	0.843	NaN	NaN	NaN	NaN	NaN	NaN
1754	4	3.298	4.086	-0.449	0.864	NaN	NaN	NaN	NaN	NaN	NaN
1754	5	0.818	2.167	-0.362	0.9	NaN	NaN	NaN	NaN	NaN	NaN
1754	6	1.223	1.024	-0.049	0.944	NaN	NaN	NaN	NaN	NaN	NaN
1754	7	0.306	1.841	-0.108	1.094	NaN	NaN	NaN	NaN	NaN	NaN
1754	8	-0.522	2.828	-0.004	1.241	NaN	NaN	NaN	NaN	NaN	NaN
1754	9	-1.156	2.077	-0.002	1.188	NaN	NaN	NaN	NaN	NaN	NaN
1754	10	0.416	1.717	-0.2	0.947	NaN	NaN	NaN	NaN	NaN	NaN
1754	11	0.139	2.421	-0.155	0.925	NaN	NaN	NaN	NaN	NaN	NaN
1754	12	0.256	2.48	-0.079	0.881	NaN	NaN	NaN	NaN	NaN	NaN
1755	1	-1.827	4.091	-0.063	0.848	NaN	NaN	NaN	NaN	NaN	NaN
1755	2	-2.256	3.677	-0.084	0.854	NaN	NaN	NaN	NaN	NaN	NaN
1755	3	-0.731	3.005	-0.038	0.868	0.063	0.67	NaN	NaN	NaN	NaN
1755	4	0.918	2.706	-0.153	0.884	0.039	0.685	NaN	NaN	NaN	NaN
1755	5	1.362	1.951	-0.18	1.012	-0.01	0.68	NaN	NaN	NaN	NaN
1755	6	2.129	1.841	-0.368	0.832	-0.076	0.626	NaN	NaN	NaN	NaN
1755	7	0.501	1.597	-0.12	0.952	-0.136	0.686	NaN	NaN	NaN	NaN
1755	8	-0.777	1.955	0.34	1.163	-0.136	0.678	NaN	NaN	NaN	NaN
1755	9	-0.607	1.213	0.395	1.188	-0.17	0.704	NaN	NaN	NaN	NaN
1755	10	-0.957	4.067	0.474	1.149	-0.184	0.705	NaN	NaN	NaN	NaN
1755	11	-0.186	4.3	0.543	1.04	-0.226	0.749	NaN	NaN	NaN	NaN
1755	12	-1.995	4.871	0.489	1.077	-0.251	0.752	NaN	NaN	NaN	NaN
1756	1	1.144	4.049	0.447	1.005	-0.267	0.778	NaN	NaN	NaN	NaN
1756	2	3.259	3.518	0.436	1.007	-0.303	0.765	NaN	NaN	NaN	NaN
1756	3	-0.068	4.628	0.505	1.012	-0.335	0.776	NaN	NaN	NaN	NaN
1756	4	1.871	1.892	0.434	1.109	-0.414	0.857	NaN	NaN	NaN	NaN
1756	5	2.182	3.708	0.286	1.162	-0.403	0.943	NaN	NaN	NaN	NaN
1756	6	1.482	1.811	0.235	1.334	-0.365	1.023	NaN	NaN	NaN	NaN
1756	7	0.004	1.412	-0.104	1.48	-0.315	1.068	NaN	NaN	NaN	NaN
1756	8	-0.91	5.189	-0.263	1.429	-0.236	1.097	NaN	NaN	NaN	NaN
1756	9	0.216	2.16	-0.249	1.13	-0.227	1.131	NaN	NaN	NaN	NaN
1756	10	-1.806	2.342	-0.406	0.976	-0.318	1.166	NaN	NaN	NaN	NaN
1756	11	-1.958	2.969	-0.453	0.837	-0.35	1.204	NaN	NaN	NaN	NaN
1756	12	-2.606	2.477	-0.248	0.839	-0.367	1.244	NaN	NaN	NaN	NaN
1757	1	-2.926	3.003	0.043	0.856	-0.399	1.263	NaN	NaN	NaN	NaN
1757	2	1.343	3.568	0.202	0.925	-0.378	1.25	NaN	NaN	NaN	NaN
1757	3	0.107	2.734	0.329	0.898	-0.355	1.261	NaN	NaN	NaN	NaN
1757	4	-0.017	3.541	0.226	0.99	-0.38	1.312	NaN	NaN	NaN	NaN
1757	5	1.624	2.099	0.217	0.983	-0.419	1.361	NaN	NaN	NaN	NaN
1757	6	3.94	2.097	0.152	0.901	-0.505	1.475	NaN	NaN	NaN	NaN
1757	7	3.498	3.503	0.018	1.303	-0.533	1.509	NaN	NaN	NaN	NaN
1757	8	1	2.701	-0.226	1.45	-0.504	1.472	NaN	NaN	NaN	NaN
1757	9	1.73	4.701	-0.303	1.577	-0.538	1.577	-0.43	0.682	NaN	NaN
1757	10	-3.034	6.165	-0.403	2.018	-0.571	1.606	-0.441	0.68	NaN	NaN
1757	11	-2.07	3.416	-0.681	2.347	-0.611	1.605	-0.449	0.683	NaN	NaN
1757	12	-3.39	5.878	-1.015	2.602	-0.674	1.644	-0.465	1.361	NaN	NaN
1758	1	-4.526	2.992	-1.335	3.107	-0.709	1.754	-0.471	1.311	NaN	NaN
1758	2	-1.59	3.284	-1.609	3.17	-0.697	1.799	-0.472	1.321	NaN	NaN
1758	3	-0.817	3.156	-1.96	2.914	-0.697	1.847	-0.508	1.366	NaN	NaN
1758	4	-1.21	4.638	-2.129	2.922	-0.718	1.952	-0.512	1.341	NaN	NaN
1758	5	-1.721	3.301	-1.979	3.52	-0.736	1.988	-0.527	1.355	NaN	NaN
1758	6	-0.067	2.952	-1.795	3.348	-0.736	1.942	-0.548	1.372	NaN	NaN
1758	7	-0.336	4.621	-1.261	2.907	-0.798	2.043	-0.536	1.361	NaN	NaN
1758	8	-2.288	3.688	-1.026	3.143	-0.852	2.04	-0.538	1.343	NaN	NaN
1758	9	-2.49	1.977	-0.977	3.218	-0.83	1.991	-0.543	1.352	NaN	NaN
1758	10	-5.052	6.412	-1.057	3.065	-0.888	2.027	-0.572	1.369	NaN	NaN
1758	11	-0.273	5.464	-1.004	2.991	-0.895	2.015	-0.579	1.387	NaN	NaN
1758	12	-1.188	4.043	-0.982	3.107	-0.862	2.112	-0.55	1.401	NaN	NaN
1759	1	1.883	4.659	-1.087	3.039	-0.781	2.143	-0.546	1.391	NaN	NaN
1759	2	1.237	5.186	-0.837	2.938	-0.759	2.059	-0.493	1.383	NaN	NaN
1759	3	-0.231	2.734	-0.609	3.022	-0.764	2.019	-0.484	1.396	NaN	NaN
1759	4	-2.176	3.496	-0.281	2.719	-0.758	2.09	-0.521	1.424	NaN	NaN
1759	5	-1.078	2.168	-0.438	2.596	-0.753	2.132	-0.535	1.455	NaN	NaN
1759	6	0.196	3.298	-0.749	2.874	-0.794	2.146	-0.558	1.464	NaN	NaN
1759	7	-1.597	2.605	-1.196	2.789	-0.686	2.088	-0.576	1.473	NaN	NaN
1759	8	0.708	3.926	-1.343	2.359	-0.679	2.027	-0.581	1.454	NaN	NaN
1759	9	0.248	3.638	-1.557	2.611	-0.701	2.016	-0.579	1.445	NaN	NaN
1759	10	-1.114	2.959	-1.462	2.752	-0.695	2.069	-0.577	1.449	NaN	NaN
1759	11	-2.156	3.903	-1.458	2.67	-0.735	2.128	-0.576	1.443	NaN	NaN
1759	12	-4.92	5.996	-1.615	2.523	-0.79	2.214	-0.557	1.441	NaN	NaN
1760	1	-3.481	3.799	-1.612	2.944	-0.838	2.29	-0.53	1.436	NaN	NaN
1760	2	-0.528	3.354	-1.678	3.162	-0.866	2.237	-0.508	1.445	NaN	NaN
1760	3	-2.803	5.471	-1.75	3.323	-0.922	2.243	-0.49	1.461	NaN	NaN
1760	4	-1.028	3.763	-1.843	3.332	-0.922	2.186	-0.491	1.448	NaN	NaN
1760	5	-1.038	2.543	-1.768	2.95	-0.887	2.218	-0.504	1.436	NaN	NaN
1760	6	-1.678	1.697	-1.525	2.46	-0.855	2.244	-0.542	1.478	NaN	NaN
1760	7	-1.567	2.736	-1.447	2.574	-0.806	2.057	-0.552	1.473	NaN	NaN
1760	8	-0.079	4.551	-1.401	2.551	-0.807	2.088	-0.549	1.474	NaN	NaN
1760	9	-0.618	3.336	-1.064	2.248	-0.846	2.147	-0.55	1.478	NaN	NaN
1760	10	-2.235	3.108	-1.114	2.146	-0.841	2.093	-0.553	1.508	NaN	NaN
1760	11	-1.252	2.499	-0.878	2.239	-0.829	2.067	-0.55	1.553	NaN	NaN
1760	12	-2.004	2.63	-0.45	2.46	-0.845	2.101	-0.536	1.519	NaN	NaN
1761	1	-2.545	4.84	0.086	2.134	-0.806	2.056	-0.571	1.55	NaN	NaN
1761	2	0.015	3.408	0.127	1.781	-0.773	2.036	-0.587	1.564	NaN	NaN
1761	3	1.242	2.104	0.173	1.495	-0.75	2.046	-0.582	1.548	NaN	NaN
1761	4	-1.629	2.554	0.238	1.504	-0.729	1.989	-0.599	1.564	NaN	NaN
1761	5	1.799	2.914	0.204	1.632	-0.754	1.926	-0.617	1.543	NaN	NaN
1761	6	3.46	1.43	-0.053	2.175	-0.736	1.869	-0.627	1.578	NaN	NaN
1761	7	4.867	3.504	0.455	1.634	-0.777	1.81	-0.633	1.586	NaN	NaN
1761	8	0.408	1.822	0.603	1.356	-0.75	1.754	-0.623	1.559	NaN	NaN
1761	9	-0.066	2.287	0.399	1.252	-0.741	1.739	-0.619	1.561	NaN	NaN
1761	10	-1.454	3.281	0.562	1.154	-0.724	1.745	-0.611	1.57	NaN	NaN
1761	11	-1.654	2.156	0.346	1.105	-0.72	1.766	-0.578	1.601	NaN	NaN
1761	12	-5.089	2.458	0.11	1.068	-0.749	1.747	-0.561	1.534	NaN	NaN
1762	1	3.543	3.718	-0.245	1.078	-0.752	1.746	-0.559	1.518	NaN	NaN
1762	2	1.801	5.074	-0.333	1.002	-0.783	1.734	-0.568	1.518	NaN	NaN
1762	3	-1.212	3.225	-0.465	1.292	-0.804	1.717	-0.558	1.527	NaN	NaN
1762	4	0.326	2.411	-0.594	1.249	-0.773	1.667	-0.572	1.557	NaN	NaN
1762	5	-0.793	3.697	-0.454	1.21	-0.733	1.605	-0.593	1.573	NaN	NaN
1762	6	0.633	3.759	-0.152	1.109	-0.61	1.474	-0.619	1.598	NaN	NaN
1762	7	0.609	1.882	-0.582	1.205	-0.527	1.418	-0.655	1.632	NaN	NaN
1762	8	-0.653	1.697	-0.87	1.782	-0.511	1.469	-0.654	1.62	NaN	NaN
1762	9	-1.654	4.835	-1.03	2.245	-0.442	1.399	-0.669	1.595	-0.489	0.533
1762	10	-3.002	2.711	-1.133	2.2	-0.412	1.342	-0.646	1.55	-0.481	0.524
1762	11	0.029	2.058	-1.15	2.092	-0.398	1.317	-0.609	1.562	-0.474	0.524
1762	12	-1.464	3.977	-1.289	2.058	-0.41	1.362	-0.594	1.515	-0.464	0.916
1763	1	-1.621	3.967	-1.174	1.908	-0.395	1.241	-0.59	1.46	-0.472	0.912
1763	2	-1.658	3.768	-1.142	2.108	-0.402	1.199	-0.596	1.484	-0.473	0.915
1763	3	-3.126	4.378	-1.098	1.851	-0.402	1.162	-0.615	1.499	-0.48	0.925
1763	4	-0.912	1.463	-1.166	1.904	-0.388	1.12	-0.615	1.474	-0.473	0.909
1763	5	-0.991	1.963	-1.314	1.98	-0.363	1.172	-0.617	1.458	-0.47	0.911
1763	6	-1.042	3.386	-1.201	1.48	-0.336	1.148	-0.624	1.448	-0.477	0.903
1763	7	1.991	1.556	-1.115	1.62	-0.343	1.114	-0.625	1.416	-0.479	0.897
1763	8	-0.274	1.938	-0.737	1.484	-0.321	1.143	-0.614	1.389	-0.478	0.881
1763	9	-1.124	1.915	-0.45	1.234	-0.335	1.161	-0.599	1.376	-0.472	0.884
1763	10	-3.814	3.746	-0.471	1.376	-0.309	1.157	-0.569	1.32	-0.47	0.88
1763	11	-1.743	2.529	-0.46	1.514	-0.339	1.129	-0.574	1.272	-0.474	0.892
1763	12	-0.119	2.189	-0.502	1.387	-0.391	1.109	-0.568	1.234	-0.452	0.892
1764	1	-0.579	3.698	-0.817	1.593	-0.485	1.104	-0.585	1.195	-0.458	0.885
1764	2	2.871	3.033	-0.888	1.477	-0.486	1.129	-0.604	1.161	-0.438	0.878
1764	3	0.32	2.649	-0.88	1.373	-0.475	1.168	-0.608	1.145	-0.434	0.882
1764	4	-1.158	2.864	-0.501	1.13	-0.464	1.117	-0.584	1.134	-0.438	0.884
1764	5	-0.862	4.215	-0.335	1.063	-0.403	1.13	-0.559	1.108	-0.421	0.872
1764	6	-1.552	2	-0.118	1.009	-0.328	0.99	-0.542	1.082	-0.417	0.876
1764	7	-1.785	3.109	0.052	1.158	-0.432	1.02	-0.524	1.059	-0.408	0.875
1764	8	-1.124	1.148	-0.152	1.125	-0.458	1.077	-0.527	1.034	-0.403	0.87
1764	9	-1.029	2.977	-0.064	1.071	-0.415	1.098	-0.531	1.016	-0.401	0.872
1764	10	0.733	1.971	0.096	0.991	-0.45	1.109	-0.553	0.99	-0.406	0.875
1764	11	0.249	2.351	0.153	1.004	-0.45	1.079	-0.556	0.965	-0.418	0.885
1764	12	2.485	2.965	0.083	0.996	-0.447	1.05	-0.541	0.921	-0.431	0.879
1765	1	1.46	6.072	0.174	1.168	-0.471	1.044	-0.515	0.894	-0.416	0.886
1765	2	0.426	3.601	0.228	1.181	-0.442	1.07	-0.505	0.921	-0.394	0.891
1765	3	1.375	2.444	0.258	1.115	-0.416	1.015	-0.512	0.887	-0.382	0.901
1765	4	0.758	1.342	0.085	1.096	-0.37	0.984	-0.491	0.862	-0.388	0.899
1765	5	-0.177	1.489	0.082	1.118	-0.332	0.98	-0.488	0.856	-0.393	0.896
1765	6	-2.396	1.956	-0.156	1.098	-0.333	0.872	-0.483	0.858	-0.407	0.909
1765	7	-0.693	2.297	-0.527	1.231	-0.374	0.942	-0.49	0.825	-0.407	0.908
1765	8	-0.472	1.723	-0.451	1.197	-0.385	0.972	-0.504	0.796	-0.401	0.902
1765	9	-0.665	1.454	-0.528	1.229	-0.383	0.954	-0.504	0.768	-0.402	0.895
1765	10	-1.34	1.344	-0.6	1.324	-0.389	0.953	-0.49	0.746	-0.395	0.91
1765	11	0.204	2.638	-0.584	1.397	-0.405	0.953	-0.477	0.754	-0.383	0.954
1765	12	-0.371	2.347	-0.359	1.347	-0.403	0.906	-0.448	0.743	-0.382	0.942
1766	1	-2.986	4.573	-0.362	1.564	-0.444	0.889	-0.402	0.715	-0.399	0.956
1766	2	1.331	3.494	-0.296	1.607	-0.456	0.858	-0.43	0.726	-0.407	0.961
1766	3	0.46	2.442	-0.188	1.724	-0.449	0.826	-0.458	0.732	-0.41	0.944
1766	4	-0.112	2.208	-0.142	1.657	-0.409	0.791	-0.464	0.721	-0.422	0.945
1766	5	0.022	1.445	0.008	1.535	-0.395	0.767	-0.49	0.705	-0.435	0.908
1766	6	0.303	3.998	-0.01	1.475	-0.399	0.763	-0.51	0.669	-0.437	0.92
1766	7	-0.73	2.462	0.014	1.219	-0.392	0.779	-0.553	0.641	-0.438	0.915
1766	8	0.316	1.993	-0.079	1.055	-0.458	0.772	-0.549	0.653	-0.43	0.902
1766	9	0.629	2.352	-0.001	1.02	-0.476	0.782	-0.548	0.662	-0.437	0.895
1766	10	-0.781	1.622	-0.14	1.009	-0.444	0.757	-0.528	0.647	-0.435	0.901
1766	11	2.003	3.19	-0.21	0.987	-0.397	0.746	-0.518	0.654	-0.428	0.922
1766	12	-0.593	2.813	-0.168	1.085	-0.335	0.752	-0.476	0.603	-0.412	0.898
1767	1	-2.695	4.471	-0.176	1.077	-0.295	0.767	-0.513	0.626	-0.386	0.92
1767	2	0.22	4.92	-0.111	1.082	-0.27	0.775	-0.546	0.672	-0.386	0.948
1767	3	1.39	4.764	-0.172	1.158	-0.259	0.753	-0.553	0.69	-0.387	0.954
1767	4	-1.772	3.364	-0.126	1.193	-0.333	0.741	-0.549	0.698	-0.397	0.968
1767	5	-0.825	1.655	-0.101	1.38	-0.378	0.728	-0.553	0.688	-0.404	0.977
1767	6	0.803	2.307	-0.181	1.432	-0.473	0.702	-0.564	0.675	-0.426	0.979
1767	7	-0.823	2.365	-0.293	1.146	-0.503	0.694	-0.565	0.663	-0.448	0.991
1767	8	1.102	1.405	-0.506	1.203	-0.498	0.702	-0.554	0.671	-0.457	0.979
1767	9	-0.113	2.527	-0.874	1.54	-0.583	0.704	-0.549	0.645	-0.468	0.969
1767	10	-0.223	1.962	-0.832	1.315	-0.569	0.742	-0.52	0.625	-0.466	0.935
1767	11	2.301	4.74	-0.924	1.417	-0.579	0.739	-0.5	0.63	-0.46	0.944
1767	12	-1.545	3.606	-1.068	1.259	-0.556	0.743	-0.463	0.59	-0.446	0.92
1768	1	-4.039	6.887	-1.037	1.073	-0.585	0.696	-0.474	0.619	-0.426	0.88
1768	2	-2.346	5.601	-1.215	0.982	-0.606	0.675	-0.473	0.62	-0.409	0.879
1768	3	-3.025	3.852	-1.263	0.902	-0.605	0.667	-0.453	0.602	-0.411	0.868
1768	4	-1.267	2.375	-1.362	0.87	-0.592	0.666	-0.434	0.603	-0.397	0.856
1768	5	-1.924	1.756	-1.629	0.912	-0.59	0.689	-0.412	0.601	-0.39	0.849
