Year	Month	Anomaly	Unc.	Anomaly	Unc.	Anomaly	Unc.	Anomaly	Unc.	Anomaly	Unc.
1885	3	-0.718	0.373	-0.863	0.156	-0.808	0.103	-0.657	0.102	-0.594	0.088
1885	4	-1.189	0.376	-0.849	0.166	-0.803	0.104	-0.655	0.104	-0.592	0.088
1885	5	-0.797	0.399	-0.826	0.167	-0.796	0.106	-0.66	0.103	-0.591	0.088
1885	6	-0.786	0.281	-0.774	0.177	-0.785	0.108	-0.663	0.102	-0.592	0.088
1885	7	-0.382	0.35	-0.739	0.169	-0.78	0.109	-0.663	0.103	-0.592	0.088
1885	8	-0.5	0.442	-0.776	0.163	-0.777	0.111	-0.668	0.103	-0.592	0.088
1885	9	-0.655	0.307	-0.806	0.16	-0.788	0.111	-0.667	0.106	-0.59	0.088
1885	10	-0.693	0.342	-0.758	0.158	-0.787	0.114	-0.663	0.105	-0.588	0.087
1885	11	-0.718	0.405	-0.742	0.161	-0.791	0.115	-0.669	0.101	-0.583	0.087
1885	12	-0.13	0.51	-0.737	0.154	-0.798	0.117	-0.67	0.101	-0.58	0.088
1886	1	-1.291	0.463	-0.717	0.152	-0.795	0.116	-0.676	0.102	-0.579	0.088
1886	2	-1.464	0.521	-0.717	0.156	-0.792	0.119	-0.683	0.104	-0.579	0.087
1886	3	-1.076	0.313	-0.705	0.155	-0.788	0.121	-0.686	0.104	-0.58	0.085
1886	4	-0.615	0.283	-0.72	0.16	-0.783	0.122	-0.692	0.104	-0.583	0.085
1886	5	-0.612	0.382	-0.743	0.165	-0.77	0.124	-0.695	0.105	-0.582	0.085
1886	6	-0.722	0.238	-0.77	0.168	-0.772	0.124	-0.694	0.102	-0.581	0.085
1886	7	-0.136	0.35	-0.822	0.168	-0.779	0.124	-0.696	0.102	-0.581	0.084
1886	8	-0.508	0.338	-0.8	0.172	-0.764	0.127	-0.698	0.1	-0.58	0.084
1886	9	-0.503	0.279	-0.782	0.184	-0.74	0.131	-0.698	0.1	-0.579	0.084
1886	10	-0.877	0.358	-0.794	0.186	-0.718	0.133	-0.699	0.1	-0.576	0.083
1886	11	-0.99	0.393	-0.778	0.186	-0.7	0.132	-0.701	0.102	-0.575	0.083
1886	12	-0.454	0.535	-0.764	0.19	-0.689	0.134	-0.698	0.102	-0.57	0.082
1887	1	-1.921	0.551	-0.775	0.206	-0.68	0.133	-0.707	0.103	-0.571	0.08
1887	2	-1.195	0.563	-0.793	0.211	-0.677	0.134	-0.71	0.103	-0.573	0.079
1887	3	-0.86	0.386	-0.785	0.217	-0.673	0.134	-0.716	0.103	-0.578	0.079
1887	4	-0.757	0.325	-0.773	0.217	-0.67	0.133	-0.717	0.103	-0.577	0.08
1887	5	-0.423	0.351	-0.743	0.226	-0.673	0.135	-0.719	0.104	-0.575	0.08
1887	6	-0.552	0.24	-0.784	0.215	-0.673	0.139	-0.715	0.103	-0.575	0.079
1887	7	-0.277	0.396	-0.702	0.206	-0.662	0.138	-0.713	0.103	-0.576	0.078
1887	8	-0.72	0.365	-0.705	0.199	-0.66	0.139	-0.715	0.103	-0.577	0.078
1887	9	-0.412	0.314	-0.719	0.195	-0.666	0.141	-0.715	0.103	-0.578	0.078
1887	10	-0.734	0.272	-0.711	0.203	-0.66	0.145	-0.708	0.103	-0.577	0.078
1887	11	-0.63	0.41	-0.739	0.21	-0.662	0.147	-0.709	0.104	-0.58	0.078
1887	12	-0.945	0.383	-0.745	0.215	-0.66	0.147	-0.703	0.104	-0.579	0.079
1888	1	-0.936	0.596	-0.733	0.204	-0.658	0.147	-0.711	0.104	-0.576	0.08
1888	2	-1.225	0.539	-0.704	0.205	-0.66	0.15	-0.713	0.104	-0.581	0.08
1888	3	-1.031	0.407	-0.705	0.203	-0.659	0.151	-0.713	0.103	-0.593	0.08
1888	4	-0.66	0.415	-0.666	0.199	-0.652	0.148	-0.711	0.103	-0.596	0.08
1888	5	-0.764	0.338	-0.648	0.19	-0.657	0.145	-0.712	0.103	-0.597	0.081
1888	6	-0.623	0.306	-0.623	0.19	-0.668	0.142	-0.714	0.103	-0.598	0.081
1888	7	-0.125	0.349	-0.629	0.178	-0.664	0.142	-0.712	0.102	-0.6	0.08
1888	8	-0.373	0.383	-0.514	0.173	-0.662	0.139	-0.711	0.102	-0.603	0.079
1888	9	-0.425	0.313	-0.431	0.178	-0.653	0.138	-0.708	0.102	-0.604	0.078
1888	10	-0.262	0.347	-0.371	0.175	-0.657	0.138	-0.706	0.103	-0.606	0.078
1888	11	-0.417	0.32	-0.32	0.163	-0.656	0.137	-0.697	0.103	-0.61	0.078
1888	12	-0.642	0.465	-0.288	0.162	-0.655	0.137	-0.699	0.102	-0.611	0.079
1889	1	-1.014	0.416	-0.291	0.158	-0.661	0.137	-0.703	0.103	-0.61	0.079
1889	2	0.153	0.39	-0.292	0.154	-0.659	0.135	-0.699	0.104	-0.612	0.08
1889	3	-0.032	0.347	-0.309	0.143	-0.657	0.135	-0.689	0.104	-0.614	0.08
1889	4	0.062	0.31	-0.343	0.139	-0.654	0.132	-0.685	0.104	-0.612	0.081
1889	5	-0.159	0.336	-0.405	0.144	-0.656	0.132	-0.678	0.104	-0.611	0.082
1889	6	-0.235	0.257	-0.416	0.156	-0.652	0.129	-0.676	0.104	-0.613	0.082
1889	7	-0.158	0.317	-0.417	0.162	-0.633	0.127	-0.674	0.104	-0.613	0.081
1889	8	-0.388	0.375	-0.506	0.174	-0.62	0.122	-0.672	0.105	-0.611	0.082
1889	9	-0.632	0.342	-0.594	0.187	-0.622	0.123	-0.669	0.105	-0.608	0.082
1889	10	-0.665	0.24	-0.666	0.203	-0.625	0.123	-0.665	0.104	-0.607	0.082
1889	11	-1.161	0.401	-0.73	0.22	-0.63	0.125	-0.662	0.103	-0.603	0.082
1889	12	-0.774	0.524	-0.764	0.222	-0.625	0.124	-0.661	0.104	-0.602	0.082
1890	1	-1.028	0.394	-0.776	0.224	-0.628	0.123	-0.659	0.102	-0.604	0.083
1890	2	-0.911	0.506	-0.793	0.22	-0.623	0.122	-0.661	0.101	-0.6	0.083
1890	3	-1.098	0.472	-0.791	0.22	-0.622	0.121	-0.66	0.101	-0.596	0.083
1890	4	-0.792	0.407	-0.757	0.218	-0.612	0.119	-0.653	0.101	-0.593	0.083
1890	5	-0.932	0.449	-0.744	0.202	-0.623	0.116	-0.65	0.102	-0.592	0.082
1890	6	-0.638	0.301	-0.748	0.186	-0.621	0.116	-0.647	0.102	-0.591	0.082
1890	7	-0.302	0.314	-0.748	0.193	-0.643	0.117	-0.647	0.102	-0.591	0.083
1890	8	-0.592	0.367	-0.786	0.177	-0.649	0.114	-0.646	0.103	-0.591	0.083
1890	9	-0.61	0.308	-0.739	0.156	-0.638	0.113	-0.644	0.102	-0.589	0.084
1890	10	-0.255	0.267	-0.745	0.14	-0.635	0.111	-0.641	0.102	-0.585	0.084
1890	11	-1.007	0.291	-0.714	0.129	-0.632	0.109	-0.638	0.102	-0.585	0.082
1890	12	-0.824	0.361	-0.714	0.122	-0.63	0.108	-0.641	0.101	-0.583	0.082
1891	1	-1.025	0.424	-0.728	0.12	-0.628	0.106	-0.634	0.1	-0.584	0.083
1891	2	-1.371	0.369	-0.716	0.119	-0.629	0.104	-0.626	0.098	-0.582	0.084
1891	3	-0.532	0.273	-0.695	0.117	-0.627	0.102	-0.625	0.098	-0.58	0.084
1891	4	-0.86	0.262	-0.733	0.116	-0.628	0.102	-0.629	0.099	-0.579	0.084
1891	5	-0.564	0.32	-0.738	0.121	-0.625	0.101	-0.628	0.099	-0.579	0.085
1891	6	-0.638	0.252	-0.687	0.121	-0.625	0.102	-0.623	0.099	-0.576	0.083
1891	7	-0.476	0.304	-0.668	0.12	-0.626	0.103	-0.623	0.099	-0.576	0.083
1891	8	-0.44	0.347	-0.59	0.114	-0.634	0.102	-0.62	0.1	-0.575	0.083
1891	9	-0.364	0.288	-0.624	0.124	-0.637	0.1	-0.617	0.1	-0.574	0.083
1891	10	-0.71	0.257	-0.631	0.126	-0.652	0.098	-0.61	0.098	-0.573	0.083
1891	11	-1.071	0.359	-0.647	0.134	-0.657	0.097	-0.608	0.098	-0.571	0.084
1891	12	-0.208	0.323	-0.613	0.136	-0.664	0.097	-0.608	0.096	-0.57	0.084
1892	1	-0.79	0.388	-0.611	0.146	-0.667	0.096	-0.599	0.093	-0.572	0.084
1892	2	-0.436	0.314	-0.611	0.155	-0.667	0.096	-0.596	0.091	-0.571	0.084
1892	3	-0.95	0.411	-0.608	0.15	-0.665	0.095	-0.596	0.09	-0.571	0.083
1892	4	-0.939	0.277	-0.561	0.152	-0.659	0.095	-0.592	0.09	-0.57	0.083
1892	5	-0.754	0.345	-0.578	0.14	-0.651	0.091	-0.588	0.09	-0.57	0.083
1892	6	-0.229	0.256	-0.633	0.137	-0.649	0.087	-0.586	0.09	-0.568	0.083
1892	7	-0.457	0.321	-0.752	0.132	-0.656	0.084	-0.583	0.088	-0.566	0.082
1892	8	-0.434	0.349	-0.849	0.131	-0.662	0.08	-0.578	0.088	-0.567	0.082
1892	9	-0.336	0.253	-0.799	0.12	-0.654	0.077	-0.576	0.088	-0.567	0.083
1892	10	-0.142	0.226	-0.762	0.114	-0.645	0.076	-0.571	0.088	-0.566	0.083
1892	11	-1.274	0.328	-0.751	0.111	-0.638	0.075	-0.57	0.088	-0.565	0.083
1892	12	-0.864	0.39	-0.769	0.114	-0.635	0.075	-0.567	0.087	-0.563	0.083
1893	1	-2.217	0.386	-0.735	0.114	-0.635	0.074	-0.559	0.087	-0.559	0.083
1893	2	-1.604	0.311	-0.734	0.112	-0.632	0.074	-0.556	0.087	-0.552	0.083
1893	3	-0.351	0.28	-0.734	0.115	-0.629	0.073	-0.56	0.085	-0.552	0.082
1893	4	-0.495	0.31	-0.745	0.119	-0.63	0.074	-0.558	0.085	-0.552	0.082
1893	5	-0.62	0.344	-0.662	0.14	-0.62	0.075	-0.556	0.085	-0.552	0.082
1893	6	-0.453	0.308	-0.644	0.12	-0.613	0.077	-0.552	0.084	-0.554	0.082
1893	7	-0.048	0.352	-0.547	0.122	-0.603	0.076	-0.553	0.084	-0.554	0.081
1893	8	-0.42	0.352	-0.441	0.127	-0.589	0.074	-0.552	0.082	-0.553	0.082
1893	9	-0.331	0.293	-0.428	0.134	-0.597	0.074	-0.552	0.082	-0.553	0.082
1893	10	-0.281	0.257	-0.458	0.129	-0.601	0.076	-0.555	0.082	-0.553	0.082
1893	11	-0.279	0.291	-0.441	0.125	-0.599	0.076	-0.558	0.082	-0.551	0.083
1893	12	-0.643	0.321	-0.459	0.12	-0.591	0.076	-0.556	0.082	-0.553	0.083
1894	1	-1.056	0.382	-0.485	0.116	-0.585	0.076	-0.55	0.083	-0.555	0.084
1894	2	-0.334	0.375	-0.482	0.115	-0.581	0.078	-0.559	0.083	-0.555	0.084
1894	3	-0.194	0.376	-0.497	0.113	-0.578	0.078	-0.565	0.083	-0.552	0.085
1894	4	-0.851	0.292	-0.499	0.112	-0.566	0.079	-0.568	0.083	-0.55	0.085
1894	5	-0.421	0.317	-0.534	0.108	-0.561	0.077	-0.57	0.084	-0.548	0.085
1894	6	-0.667	0.23	-0.535	0.118	-0.565	0.076	-0.573	0.084	-0.546	0.085
1894	7	-0.351	0.293	-0.567	0.11	-0.566	0.075	-0.574	0.084	-0.546	0.085
1894	8	-0.391	0.371	-0.642	0.104	-0.571	0.075	-0.572	0.084	-0.545	0.086
1894	9	-0.505	0.258	-0.679	0.112	-0.571	0.073	-0.566	0.084	-0.545	0.085
1894	10	-0.305	0.225	-0.631	0.108	-0.559	0.072	-0.561	0.084	-0.544	0.085
1894	11	-0.698	0.301	-0.637	0.111	-0.547	0.072	-0.549	0.083	-0.54	0.085
1894	12	-0.661	0.334	-0.619	0.117	-0.546	0.072	-0.55	0.082	-0.539	0.085
1895	1	-1.433	0.365	-0.617	0.116	-0.538	0.072	-0.552	0.081	-0.533	0.085
1895	2	-1.238	0.353	-0.619	0.113	-0.533	0.072	-0.546	0.08	-0.535	0.085
1895	3	-0.645	0.247	-0.609	0.113	-0.53	0.073	-0.536	0.079	-0.535	0.084
1895	4	-0.269	0.306	-0.61	0.117	-0.53	0.075	-0.531	0.077	-0.533	0.084
1895	5	-0.491	0.334	-0.586	0.116	-0.517	0.076	-0.524	0.076	-0.531	0.084
1895	6	-0.453	0.248	-0.566	0.117	-0.513	0.076	-0.52	0.077	-0.53	0.084
1895	7	-0.327	0.312	-0.484	0.124	-0.475	0.078	-0.519	0.077	-0.529	0.084
1895	8	-0.411	0.342	-0.425	0.12	-0.463	0.078	-0.514	0.077	-0.528	0.085
1895	9	-0.385	0.27	-0.453	0.121	-0.481	0.076	-0.51	0.076	-0.527	0.085
1895	10	-0.328	0.221	-0.523	0.123	-0.482	0.076	-0.506	0.076	-0.526	0.084
1895	11	-0.407	0.228	-0.52	0.119	-0.48	0.076	-0.5	0.077	-0.522	0.084
1895	12	-0.419	0.323	-0.494	0.116	-0.475	0.077	-0.495	0.078	-0.524	0.083
1896	1	-0.454	0.314	-0.476	0.113	-0.478	0.076	-0.491	0.077	-0.521	0.082
1896	2	-0.528	0.338	-0.458	0.118	-0.476	0.076	-0.481	0.077	-0.518	0.082
1896	3	-0.98	0.275	-0.442	0.12	-0.476	0.076	-0.474	0.077	-0.515	0.082
1896	4	-1.101	0.33	-0.412	0.117	-0.482	0.077	-0.467	0.078	-0.512	0.082
1896	5	-0.456	0.293	-0.444	0.116	-0.49	0.078	-0.464	0.078	-0.51	0.082
1896	6	-0.15	0.226	-0.447	0.109	-0.487	0.078	-0.459	0.078	-0.508	0.082
1896	7	-0.1	0.296	-0.478	0.113	-0.474	0.079	-0.455	0.079	-0.508	0.082
1896	8	-0.201	0.372	-0.498	0.124	-0.483	0.081	-0.452	0.08	-0.507	0.082
1896	9	-0.193	0.295	-0.496	0.121	-0.493	0.084	-0.45	0.08	-0.506	0.082
1896	10	0.032	0.265	-0.423	0.122	-0.484	0.087	-0.448	0.08	-0.503	0.082
1896	11	-0.785	0.26	-0.385	0.121	-0.483	0.088	-0.44	0.08	-0.502	0.082
1896	12	-0.459	0.29	-0.39	0.129	-0.483	0.09	-0.443	0.08	-0.5	0.081
1897	1	-0.83	0.461	-0.38	0.123	-0.481	0.091	-0.438	0.079	-0.496	0.08
1897	2	-0.767	0.332	-0.374	0.12	-0.477	0.09	-0.431	0.08	-0.495	0.079
1897	3	-0.958	0.288	-0.369	0.124	-0.468	0.09	-0.427	0.078	-0.495	0.078
1897	4	-0.228	0.315	-0.383	0.13	-0.464	0.091	-0.424	0.078	-0.495	0.078
1897	5	0.008	0.315	-0.361	0.134	-0.446	0.092	-0.421	0.078	-0.498	0.078
1897	6	-0.211	0.267	-0.374	0.127	-0.45	0.092	-0.422	0.078	-0.499	0.078
1897	7	0.023	0.308	-0.298	0.13	-0.447	0.094	-0.419	0.078	-0.5	0.078
1897	8	-0.135	0.354	-0.306	0.131	-0.431	0.094	-0.418	0.078	-0.499	0.078
1897	9	-0.133	0.293	-0.35	0.124	-0.418	0.094	-0.419	0.078	-0.499	0.077
1897	10	-0.137	0.265	-0.373	0.12	-0.417	0.094	-0.423	0.078	-0.497	0.077
1897	11	-0.52	0.358	-0.416	0.121	-0.409	0.093	-0.421	0.077	-0.499	0.076
1897	12	-0.614	0.291	-0.411	0.119	-0.405	0.094	-0.423	0.078	-0.498	0.075
1898	1	0.084	0.415	-0.432	0.12	-0.402	0.097	-0.407	0.078	-0.496	0.076
1898	2	-0.868	0.336	-0.445	0.12	-0.396	0.097	-0.391	0.078	-0.493	0.075
1898	3	-1.488	0.297	-0.463	0.119	-0.392	0.097	-0.391	0.078	-0.494	0.075
1898	4	-0.499	0.307	-0.507	0.115	-0.382	0.096	-0.392	0.078	-0.494	0.074
1898	5	-0.51	0.333	-0.525	0.109	-0.381	0.096	-0.392	0.078	-0.492	0.074
1898	6	-0.146	0.261	-0.512	0.109	-0.377	0.096	-0.393	0.078	-0.49	0.074
1898	7	-0.234	0.333	-0.541	0.113	-0.379	0.096	-0.396	0.077	-0.49	0.074
1898	8	-0.288	0.366	-0.544	0.117	-0.372	0.099	-0.396	0.077	-0.491	0.073
1898	9	-0.351	0.247	-0.485	0.124	-0.351	0.098	-0.398	0.078	-0.49	0.073
1898	10	-0.668	0.21	-0.468	0.129	-0.332	0.099	-0.401	0.079	-0.491	0.073
1898	11	-0.732	0.28	-0.458	0.125	-0.328	0.1	-0.404	0.08	-0.493	0.073
1898	12	-0.453	0.364	-0.502	0.125	-0.327	0.1	-0.407	0.081	-0.494	0.073
1899	1	-0.268	0.395	-0.501	0.134	-0.326	0.101	-0.407	0.082	-0.495	0.073
1899	2	-0.904	0.343	-0.488	0.14	-0.323	0.1	-0.411	0.083	-0.498	0.073
1899	3	-0.776	0.283	-0.456	0.144	-0.322	0.1	-0.416	0.084	-0.501	0.072
1899	4	-0.304	0.322	-0.406	0.146	-0.33	0.101	-0.416	0.085	-0.505	0.072
1899	5	-0.384	0.334	-0.314	0.145	-0.32	0.101	-0.417	0.085	-0.508	0.072
1899	6	-0.671	0.268	-0.35	0.146	-0.321	0.1	-0.416	0.085	-0.509	0.071
1899	7	-0.229	0.321	-0.434	0.146	-0.31	0.098	-0.418	0.086	-0.51	0.071
1899	8	-0.124	0.337	-0.382	0.143	-0.291	0.097	-0.419	0.085	-0.509	0.071
1899	9	0.024	0.282	-0.305	0.137	-0.283	0.097	-0.42	0.085	-0.507	0.071
1899	10	-0.06	0.228	-0.299	0.134	-0.288	0.097	-0.423	0.086	-0.505	0.071
1899	11	0.368	0.241	-0.268	0.132	-0.296	0.098	-0.417	0.084	-0.5	0.07
1899	12	-0.883	0.298	-0.227	0.135	-0.297	0.097	-0.416	0.083	-0.499	0.068
1900	1	-1.279	0.339	-0.222	0.14	-0.3	0.098	-0.408	0.085	-0.496	0.068
1900	2	-0.281	0.353	-0.215	0.142	-0.303	0.098	-0.408	0.084	-0.494	0.068
1900	3	0.146	0.258	-0.228	0.143	-0.307	0.097	-0.409	0.084	-0.493	0.067
1900	4	-0.232	0.27	-0.203	0.143	-0.317	0.095	-0.413	0.084	-0.491	0.066
1900	5	-0.01	0.307	-0.26	0.144	-0.325	0.094	-0.412	0.083	-0.489	0.066
1900	6	-0.179	0.285	-0.201	0.147	-0.334	0.093	-0.412	0.083	-0.488	0.065
1900	7	-0.17	0.371	-0.142	0.144	-0.339	0.093	-0.412	0.083	-0.487	0.065
1900	8	-0.041	0.354	-0.131	0.15	-0.32	0.091	-0.411	0.083	-0.485	0.065
1900	9	-0.123	0.286	-0.119	0.153	-0.301	0.092	-0.41	0.083	-0.484	0.064
1900	10	0.235	0.277	-0.097	0.158	-0.303	0.093	-0.41	0.082	-0.485	0.064
1900	11	-0.322	0.247	-0.113	0.163	-0.304	0.092	-0.406	0.081	-0.484	0.065
1900	12	-0.168	0.325	-0.108	0.149	-0.311	0.09	-0.407	0.08	-0.485	0.065
1901	1	-0.572	0.276	-0.094	0.143	-0.314	0.09	-0.408	0.081	-0.486	0.065
1901	2	-0.155	0.354	-0.093	0.141	-0.316	0.091	-0.411	0.082	-0.483	0.064
1901	3	0.301	0.233	-0.092	0.143	-0.32	0.093	-0.406	0.082	-0.485	0.064
1901	4	0.025	0.311	-0.149	0.144	-0.32	0.093	-0.396	0.081	-0.483	0.064
1901	5	-0.199	0.314	-0.138	0.138	-0.319	0.093	-0.393	0.081	-0.483	0.064
1901	6	-0.122	0.27	-0.168	0.13	-0.326	0.094	-0.392	0.082	-0.482	0.064
1901	7	-0.003	0.326	-0.134	0.126	-0.34	0.095	-0.393	0.082	-0.482	0.064
1901	8	-0.022	0.345	-0.093	0.124	-0.339	0.095	-0.393	0.081	-0.481	0.064
1901	9	-0.111	0.292	-0.156	0.121	-0.339	0.094	-0.394	0.08	-0.482	0.064
1901	10	-0.454	0.225	-0.203	0.116	-0.348	0.092	-0.396	0.08	-0.48	0.065
1901	11	-0.195	0.264	-0.224	0.117	-0.351	0.092	-0.395	0.08	-0.476	0.064
1901	12	-0.517	0.257	-0.239	0.117	-0.349	0.091	-0.392	0.081	-0.477	0.064
1902	1	-0.17	0.381	-0.253	0.113	-0.355	0.091	-0.393	0.08	-0.475	0.064
1902	2	0.338	0.291	-0.276	0.115	-0.36	0.091	-0.395	0.08	-0.473	0.064
1902	3	-0.456	0.209	-0.299	0.111	-0.373	0.092	-0.393	0.08	-0.473	0.064
1902	4	-0.538	0.266	-0.32	0.105	-0.383	0.091	-0.399	0.079	-0.47	0.064
1902	5	-0.453	0.326	-0.387	0.103	-0.388	0.089	-0.407	0.08	-0.467	0.064
1902	6	-0.302	0.273	-0.438	0.105	-0.382	0.088	-0.412	0.08	-0.467	0.064
1902	7	-0.167	0.33	-0.445	0.116	-0.368	0.089	-0.417	0.08	-0.467	0.064
1902	8	-0.305	0.366	-0.45	0.122	-0.386	0.088	-0.421	0.08	-0.469	0.063
1902	9	-0.38	0.266	-0.438	0.119	-0.4	0.088	-0.423	0.079	-0.471	0.063
1902	10	-0.708	0.219	-0.447	0.118	-0.409	0.087	-0.423	0.078	-0.475	0.064
1902	11	-0.998	0.208	-0.455	0.114	-0.415	0.086	-0.427	0.077	-0.472	0.063
1902	12	-1.131	0.353	-0.481	0.114	-0.419	0.085	-0.429	0.077	-0.472	0.064
1903	1	-0.252	0.358	-0.497	0.109	-0.421	0.082	-0.434	0.077	-0.465	0.064
1903	2	0.281	0.334	-0.509	0.104	-0.426	0.081	-0.431	0.078	-0.462	0.063
1903	3	-0.321	0.244	-0.523	0.097	-0.428	0.081	-0.428	0.078	-0.464	0.064
1903	4	-0.636	0.285	-0.521	0.094	-0.439	0.08	-0.429	0.078	-0.464	0.064
1903	5	-0.553	0.292	-0.493	0.092	-0.432	0.077	-0.427	0.078	-0.463	0.064
1903	6	-0.618	0.273	-0.476	0.095	-0.437	0.075	-0.428	0.078	-0.464	0.064
1903	7	-0.361	0.331	-0.543	0.102	-0.437	0.076	-0.428	0.079	-0.464	0.064
1903	8	-0.443	0.342	-0.638	0.117	-0.45	0.076	-0.429	0.08	-0.463	0.064
1903	9	-0.555	0.292	-0.676	0.123	-0.461	0.076	-0.428	0.08	-0.463	0.064
1903	10	-0.678	0.224	-0.692	0.123	-0.459	0.074	-0.427	0.08	-0.464	0.065
1903	11	-0.662	0.267	-0.695	0.124	-0.457	0.073	-0.429	0.08	-0.463	0.065
1903	12	-0.925	0.29	-0.691	0.127	-0.457	0.075	-0.432	0.08	-0.459	0.065
1904	1	-1.056	0.397	-0.708	0.133	-0.461	0.074	-0.441	0.079	-0.452	0.065
1904	2	-0.867	0.322	-0.709	0.133	-0.464	0.073	-0.438	0.078	-0.451	0.066
1904	3	-0.773	0.222	-0.723	0.132	-0.467	0.072	-0.437	0.077	-0.451	0.066
1904	4	-0.826	0.236	-0.72	0.129	-0.462	0.072	-0.442	0.076	-0.449	0.067
1904	5	-0.585	0.301	-0.662	0.116	-0.471	0.071	-0.446	0.076	-0.448	0.067
1904	6	-0.575	0.254	-0.629	0.107	-0.463	0.073	-0.445	0.075	-0.445	0.067
1904	7	-0.565	0.324	-0.576	0.104	-0.475	0.072	-0.446	0.075	-0.444	0.067
1904	8	-0.453	0.377	-0.617	0.102	-0.499	0.073	-0.445	0.075	-0.443	0.067
1904	9	-0.731	0.248	-0.612	0.097	-0.503	0.072	-0.447	0.075	-0.442	0.067
1904	10	-0.635	0.197	-0.605	0.096	-0.509	0.072	-0.449	0.074	-0.441	0.067
1904	11	0.029	0.212	-0.589	0.099	-0.519	0.072	-0.451	0.073	-0.439	0.067
1904	12	-0.525	0.234	-0.575	0.102	-0.527	0.073	-0.449	0.073	-0.438	0.067
1905	1	-0.422	0.352	-0.554	0.103	-0.534	0.073	-0.441	0.073	-0.433	0.066
1905	2	-1.354	0.283	-0.542	0.1	-0.538	0.073	-0.443	0.072	-0.428	0.066
1905	3	-0.712	0.23	-0.505	0.1	-0.539	0.073	-0.45	0.073	-0.426	0.065
1905	4	-0.748	0.253	-0.483	0.101	-0.53	0.072	-0.451	0.072	-0.424	0.065
1905	5	-0.387	0.297	-0.478	0.098	-0.529	0.072	-0.454	0.072	-0.421	0.065
1905	6	-0.412	0.259	-0.473	0.097	-0.525	0.071	-0.456	0.071	-0.42	0.065
1905	7	-0.308	0.306	-0.488	0.092	-0.529	0.071	-0.455	0.07	-0.418	0.065
1905	8	-0.311	0.324	-0.45	0.093	-0.542	0.072	-0.456	0.069	-0.417	0.065
1905	9	-0.287	0.244	-0.423	0.093	-0.556	0.072	-0.458	0.069	-0.416	0.065
1905	10	-0.37	0.221	-0.349	0.093	-0.556	0.071	-0.464	0.068	-0.417	0.065
1905	11	0.082	0.211	-0.324	0.092	-0.551	0.072	-0.468	0.068	-0.415	0.065
1905	12	-0.46	0.266	-0.301	0.097	-0.545	0.074	-0.476	0.067	-0.414	0.064
1906	1	-0.607	0.298	-0.292	0.096	-0.542	0.076	-0.48	0.067	-0.413	0.064
1906	2	-0.89	0.274	-0.282	0.098	-0.543	0.077	-0.485	0.067	-0.412	0.064
1906	3	-0.391	0.198	-0.285	0.101	-0.536	0.077	-0.496	0.066	-0.41	0.064
1906	4	0.145	0.244	-0.269	0.107	-0.535	0.077	-0.5	0.066	-0.407	0.064
1906	5	-0.095	0.351	-0.334	0.114	-0.539	0.076	-0.503	0.066	-0.406	0.063
1906	6	-0.127	0.281	-0.3	0.119	-0.537	0.076	-0.506	0.065	-0.408	0.063
1906	7	-0.207	0.312	-0.324	0.107	-0.542	0.073	-0.508	0.065	-0.409	0.063
1906	8	-0.184	0.331	-0.342	0.108	-0.537	0.072	-0.511	0.065	-0.409	0.063
1906	9	-0.331	0.242	-0.368	0.105	-0.535	0.072	-0.514	0.064	-0.41	0.063
1906	10	-0.171	0.202	-0.455	0.105	-0.537	0.071	-0.512	0.063	-0.412	0.063
1906	11	-0.707	0.193	-0.53	0.109	-0.54	0.071	-0.512	0.063	-0.411	0.063
1906	12	-0.046	0.342	-0.585	0.104	-0.54	0.071	-0.511	0.063	-0.415	0.063
1907	1	-0.9	0.259	-0.62	0.104	-0.536	0.071	-0.512	0.064	-0.414	0.062
1907	2	-1.105	0.256	-0.648	0.106	-0.53	0.07	-0.515	0.064	-0.414	0.062
1907	3	-0.698	0.191	-0.655	0.107	-0.521	0.07	-0.518	0.065	-0.414	0.062
1907	4	-0.902	0.246	-0.657	0.103	-0.515	0.069	-0.516	0.064	-0.415	0.062
1907	5	-1	0.312	-0.678	0.102	-0.514	0.069	-0.513	0.064	-0.419	0.062
1907	6	-0.785	0.232	-0.748	0.095	-0.515	0.07	-0.512	0.064	-0.421	0.061
1907	7	-0.621	0.299	-0.714	0.105	-0.514	0.069	-0.516	0.064	-0.421	0.061
1907	8	-0.519	0.34	-0.661	0.108	-0.499	0.069	-0.52	0.063	-0.423	0.061
1907	9	-0.425	0.253	-0.699	0.109	-0.499	0.07	-0.523	0.063	-0.423	0.06
1907	10	-0.193	0.198	-0.677	0.108	-0.493	0.069	-0.527	0.063	-0.427	0.06
1907	11	-0.955	0.208	-0.615	0.104	-0.493	0.069	-0.524	0.063	-0.426	0.06
1907	12	-0.892	0.242	-0.571	0.106	-0.492	0.069	-0.521	0.063	-0.43	0.06
1908	1	-0.485	0.309	-0.536	0.106	-0.488	0.069	-0.524	0.062	-0.433	0.06
1908	2	-0.469	0.304	-0.534	0.109	-0.486	0.069	-0.533	0.062	-0.433	0.059
1908	3	-1.159	0.231	-0.512	0.108	-0.487	0.069	-0.537	0.062	-0.428	0.06
1908	4	-0.633	0.242	-0.547	0.111	-0.489	0.068	-0.535	0.062	-0.43	0.06
1908	5	-0.253	0.295	-0.542	0.112	-0.504	0.07	-0.535	0.062	-0.431	0.06
